song,attached_pic,album,artist,avg_frame_rate,bit_rate,bits_per_raw_sample,channel_layout,channels,chroma_location,codec_long_name,codec_name,codec_tag,codec_tag_string,codec_time_base,codec_type,coded_height,coded_width,color_primaries,color_range,color_space,color_transfer,display_aspect_ratio,duration,duration_ts,field_order,filename,format_long_name,format_name,has_b_frames,height,index,level,nb_streams,pix_fmt,probe_score,profile,r_frame_rate,refs,sample_aspect_ratio,sample_fmt,sample_rate,size,start_time,time_base,width,lyricist,composer,lyric,arranger,release_date,distributor,lyric_len
三年二班,1,叶惠美,周杰伦,0/0,321340,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,280.506056,25245545,unknown,Jay Chou\叶惠美\0504.三年二班.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,11267252,0.0,1/90000,200.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：洪敬尧

眼睛你要擦亮 记住我的模样 表情不用太紧张 我是 三年二班

我专心打球的侧脸还满好看黑板 是吸收知识的地方

只是教室的阳光 那颜色我不太喜欢

没有操场的自然 为何比较漂亮的都是在隔壁班

还有考卷的答案 我刚好都不会算

没关系 再继续努力 没关系

为什么上课时举手很难 为什么拿线上宝物简单

为什么女生不喜欢太胖 为什么都别人手机在响

正手发长球的打法只是初级乒乓

反手短打再狠狠杀球是高级乒乓

回转技巧乒乓 前场速攻乒乓 对墙壁 在练习 乒乓 乒乓

＃这第一名到底要多强(不用问 一定有人向你挑战)

到底还要过多少关 (不用怕 告诉他们谁是男子汉)

可不可以不要这个奖(不想问 我只想要流一点汗)

我当我自己的裁判 (不想说 选择对手跟要打的仗)

Repeat ＃

＊我不想 就这样一直走 每天都遇上 充满敌意那种眼光

等机会 就是要打倒对方 这种结果我不要 这虚荣的骄傲

这目的很好笑 我其实都知道 你只是想炫耀

我永远做不到 你永远赢不了

我永远做不到 你永远赢不了 永远都赢不了

走下乡 寻找哪有花香(为什么 这么简单你做不到)

坐车厢 朝着南下方向(为什么 这种速度你追不到)

鸟飞翔 穿过这条小巷(为什么 这么简单你做不到)

仔细想 这种生活安详(为什么 这种速度你追不到)

不好笑 不好笑 不好笑 不好笑 不好笑 不好笑

Repeat ＃,＃

我不想 就这样一直走 每天都遇上 充满敌意那种眼光

等机会 就是要打倒对方 这种结果我不要 这虚荣的骄傲

我不想 就这样一直走 每天都遇上 充满敌意那种眼光

等机会 就是要打倒对方 这种结果我不要 这虚荣的骄傲

走下乡 寻找哪有花香

坐车厢 朝着南下方向

鸟飞翔 穿过这条小巷

仔细想 这种生活安详",洪敬尧,2003-07-29,杰威尔音乐,785
东风破,1,叶惠美,周杰伦,0/0,321192,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,315.301156,28377104,unknown,Jay Chou\叶惠美\0505.东风破.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,12659054,0.0,1/90000,200.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：林迈可

一盏离愁 孤单伫立在窗口

我在门后 假装妳人还没走

旧地如重游 月圆更寂寞

夜半清醒的烛火 不忍苛责我

＊一壶漂泊 浪迹天涯难入喉

妳走之后 酒暖回忆思念瘦

水向东流 时间怎么偷

花开就一次成熟 我却错过

＃谁在用琵琶弹奏 一曲东风破

岁月在墙上剥落 看见小时候

犹记得那年我们都还很年幼

而如今琴声幽幽 我的等候 妳没听过

谁在用琵琶弹奏 一曲东风破

枫叶将故事染色 结局我看透

篱笆外的古道我牵着你走过

荒烟漫草的年头 就连分手都(很沉默)

＊．＃．＃",林迈可,2003-07-29,杰威尔音乐,268
你听得到,1,叶惠美,周杰伦,0/0,321630,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,230.586056,20752745,unknown,Jay Chou\叶惠美\0506.你听得到.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,9270452,0.0,1/90000,200.0,曾郁婷,周杰伦,"作词：曾郁婷

作曲：周杰伦

编曲：林迈可

有谁能比我知道 你的温柔像羽毛

秘密躺在我怀抱 只有你能听得到

还有没有人知道 你的微笑像拥抱

多想藏着你的好 只有我看得到

站在屋顶只对风说 不想被左右

本来讨厌下雨的天空 直到听见有人说爱我

坐在电影院的二楼 看人群走过

怎么那一天的我们 都默默的微笑很久

我想我是太过依赖 在挂电话的刚才

坚持学单纯的小孩 静静看守这份爱

知道不能太依赖 怕你会把我宠坏

你的香味一直徘徊 我舍不得离开

比我知道 你的温柔像羽毛

秘密躺在我怀抱 只有你能听得到

还有没有人知道 你的微笑像拥抱

多想藏着你的好 只有我看得到

坐在电影院的二楼 看人群走过

怎么那一天的我们 都默默的微笑很久

我想我是太过依赖 在挂电话的刚才

坚持学单纯的小孩 静静看守这份爱

知道不能太依赖 怕你会把我宠坏

你的香味一直徘徊 我舍不得离开

我想我是太过依赖 在挂电话的刚才

坚持学单纯的小孩 我舍不得离开",林迈可,2003-07-29,杰威尔音乐,435
同一种调调,1,叶惠美,周杰伦,0/0,321628,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,230.977878,20788009,unknown,Jay Chou\叶惠美\0507.同一种调调.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,9286127,0.0,1/90000,200.0,方文山,周杰伦,"百事可乐广告曲

作词：方文山

作曲：周杰伦

编曲：钟兴民

全身纯白色的那雕像石膏 颜色干净没有压力的很讨好

我坐在客厅模仿雕像思考 却仿佛听到同样想法的困扰

针叶林树梢 穿过绿色隧道 一股神秘在敲

我们都拥有着 相同的大脑 一样的嗜好

＊门上流苏线条在摇晃炫燿 但是如果没有风它也办不到

我知道共同的默契很重要 那骄傲才不会寂寞的很无聊

画框的城堡 像欧洲的情调 对着这张海报 我们在远距离 欣赏 与微笑

＃默契无法伪造 我们同一种调调 不关心天气预报 因为那无关紧要

想打球下大雨照跳 只收看音乐频道 渴望在天空一角做记号

那里蓝色最好 我很了

△默契无法伪造 我们同一种调调 凡事都自己主导 决定穿什么外套

有专属的铃声讯号 从不跟别人比较 只喝冰过的饮料

很少笑 吃全麦的面包

Repeat ＊

(副歌变 绕口令)

RAP:快疯掉 情绪偏离轨道 快疯掉 我睡不着

快疯掉 表情开我玩笑 快疯掉 我受不了

这样也好 如果身份对调 我的烦恼 你也会感同身受的知道

闷闷的很干燥 快疯掉 快疯掉

Repeat ＃,△",钟兴民,2003-07-29,杰威尔音乐,481
她的睫毛,1,叶惠美,周杰伦,0/0,321615,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,232.649725,20938475,unknown,Jay Chou\叶惠美\0508.她的睫毛.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,9352964,0.0,1/90000,200.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：周杰伦

亲爱的总有些事没办法教 表错情的感觉有一点糟

赖著不走会让人很感冒 以上这道理我全都了

我将不该犯的错都默背好 仔细观察她的喜好

而我紧绷的外表 像上紧后的发条 等她的答案揭晓

＊她的睫毛 弯的嘴角 无预警的对我笑

没有预兆 出乎预料 竟然先对我示好

她的睫毛 弯的嘴角 用眼神对我拍照

我戒不掉 她的微笑 洋溢幸福的味道

有些事没办法教 表错情的感觉有一点糟

赖著不走会让人很感冒 以上这道理我全都了

恋爱的方式无法拿笔来抄 也没有规则可以取巧

被动的缘分很不可靠 喜欢的对象要自己挑

＃她粉嫩清秀的外表 像是多汁的水蜜桃 谁都想咬

她嘴上亮丽的唇膏 有一股自信的骄傲 我看得到

Repeat ＃ ＃,＃ ＃ ＊

RAP:她的睫毛 弯的嘴角 无预警的对我笑

没有预兆 出乎预料 竟然先对我示好

她的睫毛 弯的嘴角 用眼神对我拍照

我戒不掉 她的微笑 洋溢幸福的味道",周杰伦,2003-07-29,杰威尔音乐,425
爱情悬崖,1,叶惠美,周杰伦,0/0,321433,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,262.4032,23616288,unknown,Jay Chou\叶惠美\0509.爱情悬崖.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10543138,0.0,1/90000,200.0,徐若瑄,周杰伦,"作词：徐若瑄

作曲：周杰伦

编曲：钟兴民

＊妳说我像一个小孩 总爱让妳猜

我说妳才像个小孩 总要我说才明白

有些事太快 失去了等待 障碍 没了期待

我们的爱 怎么才自然 每次沟通不来 就要离开 就说不要爱

＃我掉进爱情悬崖 跌太深爬不出来 下降的速度太快 来不及踏上未来

妳的爱反复徘徊 打乱我呼吸节拍 该怎么逃开 我控制不来

△我掉进爱情悬崖 回想起妳的可爱 傻傻的还在等待 以为妳还会回来

妳的脸慢慢离开 时间快将我掩埋 消失的太快 我负荷不来

Repeat ＊,＃,△",钟兴民,2003-07-29,杰威尔音乐,248
梯田,1,叶惠美,周杰伦,0/0,321763,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,213.240756,19191668,unknown,Jay Chou\叶惠美\0510.梯田.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,8576638,0.0,1/90000,200.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：周杰伦

文山啊 等你写完词 我都出下一张专辑囉

没关系 慢慢来 这首歌我自己来

说到中学时期 家乡的一片片梯田

是我看过最美的绿地 于是也因此让我得了最佳摄影

莫名其妙在画面中的我 不会写词都像个诗人

坐着公共汽车上学的我 看着窗外的牛啃草 是一种说不出的自由自在

Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei 哦～我亲爱的牛儿啊

Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei 哦～跑到哪儿去啦

面店旁的小水沟 留着我们长大的梦 绕过天真 跳至收割期

人们的汗水夹杂着满足与欢笑 是我现在最舍不得的画面

也是我另一项参展作品

靠着回忆 画成油画 拿到奖状 有个啥用 鼓励你多去回忆是吧

哼我真想撕掉 换回自然

怎么梯田不见 多了几家饭店 住在里面看着西洋片

几只水牛 却变成画 挂在墙壁上 象征人们 蒸蒸日上

一堆游客偶尔想看看窗外的观光景点

但只看到 比你住的再高一层的饭店

Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei 哦～我亲爱的牛儿啊

Hoi Ya E Ya 那鲁湾 Na E Na Ya Hei 哦～跑到哪儿去啦

因地制宜 综合利用 利用对还是不对

自私的人类 狼不狼狈 破坏自然的生态 会不会很累

你说为了艺术 要砍下一棵树 酱对还是不对

你说为了装饰 请问干我啥事

是不是只能用相机纪录自然拿相片给下一代给下一代回味

可怜可悲 森林绿地都已成纪录片

闻不到绿意盎然 只享受到乌烟瘴气

我不能教育你们 我不是你们老师 我不是校长

也不能给你们一巴掌...掌...长...长...长篇大论

你们并不想听 我知道但我没办法 我就是要写

你们可能永远不能体会 显微镜底下的我们

会更现实更自私 这种艺术 真的很难领悟",周杰伦,2003-07-29,杰威尔音乐,785
双刀,1,叶惠美,周杰伦,0/0,321289,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,200.0,200.0,unknown,pc,bt470bg,unknown,1:1,291.529725,26237675,unknown,Jay Chou\叶惠美\0511.双刀.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,200.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,11708197,0.0,1/90000,200.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：钟兴民

透过镜头重新剪接历史给人的想像 八厘米纪录片的桥段隔着距离欣赏

正邪对立的两方 我握紧拳头开始习惯 以牙还牙的手段

风 盘旋烟雾弥漫 我虔诚点的香 在祈祷著平安

＊从天台向下俯看暴力在原地打转 上一代解决的答案是微笑不抵抗

被雨淋湿的唐装那股叹息很东方 我看不惯尊严受伤家族如此不堪

风 缓缓绕过武馆 正上方的月亮 那颜色中国黄

透过透过镜头重新剪接历史给人想像 八厘米纪录片的桥段在播放 隔着距离欣赏

正邪对立的两方 我握紧拳头开始习惯 那以牙还牙的的手段 恐惧来自退让

Repeat ＊.＊.＊

＃Rap:双刀的正前方 我杀气不转弯 背对我的力量 它自己却受伤

双刀的右下方 我挥刀去了断 将恩怨全看穿 丹凤眼的目光

Repeat ＃",钟兴民,2003-07-29,杰威尔音乐,354
阳明山,0,哎呦，不错哦,周杰伦,0/0,320173,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,152.346122,2149908480,,Jay Chou\哎呦，不错哦\1801.阳明山.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,6097157,0.025057,1/14112000,,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：林迈可

我找 找 找你不到

要怎么抱 抱 抱你的腰

你终于 笑笑笑笑 我知道

小指勾 点头 牵手 朋友 GO

是男生都想要载校花(载校花)

绝不能让别人看笑话(看笑话)

来场抽钥匙的复古趴(复古趴)

叭叭叭 叭啦叭啦叭

Everybody跟着我

谁说夜店才有Party Hey Hey

把你的手放胸口

我是说放我的胸口 Hey Hey

我喜欢爱笑的你

但是这一句太俗气 Hey Hey

改换文青的造句

你一抹微笑如茉莉

我摇 摇 摇杯饮料

阳明山要 要 要点热闹

你低头 笑笑笑笑 说好巧

跳个舞 再走 快乐 在我 GO

迎著风一路欣赏海芋(赏海芋)

你紧抱我这一场花季(场花季)

你说是不能说的秘密(的秘密)

嘘～

从你暧昧的眼神里

心事好拥挤好像有话传递

背对背煮著温泉蛋

滚烫的热情让爱情变神秘

搭拉搭搭拉搭(快熟了)

搭拉搭搭拉搭(要熟了)

啊煮到我的手啦

Everybody跟着我

谁说夜店才有Party Hey Hey

把你的手放胸口

我是说放我的胸口 Hey Hey

我喜欢爱笑的你

但是这一句太俗气 Hey Hey

改换文青的造句

你一抹微笑如茉莉

Everybody跟着我

谁说夜店才有Party Hey Hey

有人心情坏天气

轮胎就故意偷漏气 Hey Hey

为赋新词装忧郁

雾满楼春雨添瓦绿 Hey Hey

白话一点也可以

我心里满满都是你 你 你",林迈可,2014-12-26,杰威尔音乐,652
窃爱,0,哎呦，不错哦,周杰伦,0/0,320129,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,204.120816,2880552960,,Jay Chou\哎呦，不错哦\1802.窃爱.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,8168143,0.025057,1/14112000,,黄俊郎,周杰伦,"作词：黄俊郎

作曲：周杰伦

编曲：黄雨勋

接近你偷偷轻轻悄悄 比深幽的星空还低调

你永远不会知道 你的香味盗走了我的骄傲

街灯在河岸垂钓 萤火为孤单闪耀 都没有窃爱美妙

我窃来了深夜 使你能好睡 盗走了岁月 让你永不枯萎

关于爱你的一切 我做什么都对

我窃来了安慰 使你忘了流泪 盗走了懊悔 让你永远无邪

关于爱上的一切 我开始无路可退

看你的你的俏 广场的石雕 都想舞蹈

看你的笑 城墙的号角 忘了吵闹

多美的爱情 美的爱情 爱…情 来临 来来临 来…临

我在画里的桥 吹着口哨 烟火城堡 还空一角等 你的拥抱

多美的爱情 美的爱情 为了它神魂颠倒

接近你偷偷轻轻悄悄 比深幽的星空还低调

你永远不会知道 你的香味盗走了我的骄傲

街灯在河岸垂钓 萤火为孤单闪耀 都没有窃爱美妙

我窃来了深夜 使你能好睡 盗走了岁月 让你永不枯萎

关于爱你的一切 我做什么都对

我窃来了安慰 使你忘了流泪 盗走了懊悔 让你永远无邪

关于爱上的一切 我开始无路可退

看你的你的俏 广场的石雕 都想舞蹈

看你的笑 城墙的号角 忘了吵闹

多美的爱情 美的爱情 爱…情 来临 来来临 来…临

我在画里的桥 吹着口哨 烟火城堡 还空一角等 你的拥抱

多美的爱情 美的爱情 为了它神魂颠倒

我在画里的桥 吹着口哨 烟火城堡 还空一角等 你的拥抱

多美的爱情 美的爱情 为了它神魂颠倒",黄雨勋,2014-12-26,杰威尔音乐,605
算什么男人,0,哎呦，不错哦,周杰伦,0/0,320091,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,288.470204,4070891520,,Jay Chou\哎呦，不错哦\1803.算什么男人.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,11542125,0.025057,1/14112000,,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：黄雨勋

亲吻你的手 还靠着你的头

让你躺胸口 那个人已不是我

这些平常的举动 现在叫做难过

喔～难过

日子开始过 我没你照样过

不会很难受 我会默默的接受

反正在一起时 你我都有开心过

就足够

我的温暖 你的冷漠 让爱起雾了

如果爱心 画在起雾 的窗是模糊

还是更清楚

你算什么男人 算什么男人

眼睁睁看 她走却不闻不问

是有多天真 就别再硬撑

期待你挽回 你却拱手让人

你算什么男人 算什么男人

还爱着她 却不敢叫她再等

没差 你再继续认份

她会遇到更好的男人

亲吻你的手 还靠着你的头

让你躺胸口 那个人已不是我

这些平常的举动 现在叫做难过

喔～难过

日子开始过 我没你照样过

不会很难受 我会默默的接受

反正在一起时 你我都有开心过

就足够

我的温暖 你的冷漠 让爱起雾了

如果爱心 画在起雾 的窗是模糊

还是更清楚

你算什么男人 算什么男人

眼睁睁看 她走却不闻不问

是有多天真 就别再硬撑

期待你挽回 你却拱手让人

你算什么男人 算什么男人

还爱着她 却不敢叫她再等

没差 你再继续认份

她会遇到更好的男人

你算什么男人 算什么男人

眼睁睁看 她走却不闻不问

是有多天真 就别再硬撑

期待你挽回 却拱手让人

你算什么男人 算什么男人

还爱着她 却不敢叫她再等

没差 你再继续认份

她会遇到更好的男人",黄雨勋,2014-12-26,杰威尔音乐,620
天涯过客,0,哎呦，不错哦,周杰伦,0/0,320104,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,253.23102000000003,3573596160,,Jay Chou\哎呦，不错哦\1804.天涯过客.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,10132555,0.025057,1/14112000,,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：黄雨勋

风起雁南下 景萧萧 落黄沙

独坐沏壶茶 沏成一夜 灯下

你在 几里外 的人家 想着他

一针一线 绣着花

晨霜攀黛瓦 抖落霜 冷了茶

抚琴欲对话 欲问琴声 初落下

弦外 思念透窗花 而你却什么也不回答

琴弦断了 缘尽了 你也走了

爱恨起落 故事经过 只留下我

几番离愁 世事参透 都入酒

问你是否 心不在这 少了什么

琴弦断了 缘已尽了 你也走了

你是过客 温柔到这 沉默了

拱桥斜坡 水岸码头 谁记得

渡江扁舟 我伤依旧 临行回头

远方谁挥手

古刹山岚绕 雾散后 北风高

禅定我寂寥 我身后风 呼啸

笛声 半山腰 而你在 哪座桥

远远对他 在微笑

亭外芦苇花 白茫茫 细雨轻轻打 秋风刮

将笔搁下 画不出 谁在潇洒

情愫 竟短暂犹如 骚人墨客笔下的烟花

琴弦断了 缘已尽了 你也走了

爱恨起落 故事经过 只留下我

门前竹瘦 清风折柳 你要走

风不停留 何苦绕来 摇晃灯火

琴弦断了 缘已尽了 你也走了

你是过客 温柔到这 沉默了

轻解绳索 红尘放手 面对着

随我摆渡 离岸东流 蓦然回首

你在渡船口

琴弦断了 缘尽了 你也走了

你是过客 温柔到这 沉默了

拱桥斜坡 水岸码头 谁记得

随我摆渡 离岸东流 蓦然回首

你在渡船口",黄雨勋,2014-12-26,杰威尔音乐,572
怎么了,0,哎呦，不错哦,周杰伦,0/0,320114,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,232.124082,3275735040,,Jay Chou\哎呦，不错哦\1805.怎么了.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,9288276,0.025057,1/14112000,,方文山,周杰伦,"演唱：周杰伦、袁咏琳

作词：方文山

作曲：周杰伦

编曲：林迈可

上车了 收拾心情背上行李 我走了

一再重复听你喜欢 听的歌

甜蜜回忆太多心乱了 真的 结束了

舍不得 你唱的生日快乐歌 还记得

你的温柔方式终于 我懂了

话题聊到这里你笑了 却也 太迟了

我用咖啡拉花拉出白色的线 煮一杯眷恋

你侧脸在咖啡表面 形成了思念 形成怀念

你长发披肩 我渐渐的 勾画出 你嘴角弧线

所有的从前 我慢慢的 喝掉有 你在的画面

手中的寂寞续杯 苦了谁

清醒了当初离开你的感觉

在不是冬天季节 冷了离别

我还想听你 叫我宝贝 怕你身边 多了个谁

失眠的夜 独自面对  花少了蝶 树枯了叶

还想听你 叫我宝贝  痛快心碎 或许干脆

两人世界 漫天的风雪 我爱过  的谁

怎么了(你说呢) 为何沟通最后总是 我哭了(不说了)

承认犯错又能如何 你选择(我认了)

是不是我们都太自我 (自我) 借口 要自由

沉默了(离开了) 明明彼此付出比谁 都要多(我才多)

却相爱的比谁都要 不成熟(都怪我)

是不是等伤口都愈合(愈合) 才能 再拥有

我用咖啡拉花拉出白色的线 煮一杯眷恋

你侧脸在咖啡表面 形成了思念 形成怀念

你长发披肩 我渐渐的 勾画出 你嘴角弧线(有你在的画面)

所有的从前 我慢慢的 喝掉有 你在的画面

手中的寂寞续杯 苦了谁

清醒了当初离开你的感觉

在不是冬天季节 冷了离别

我还想听你 叫我宝贝 怕你身边 多了个谁

失眠的夜 独自面对  花少了蝶 树枯了叶

还想听你 叫我宝贝  痛快心碎 或许干脆

两人世界 漫天的风雪 我爱过  的谁

我还想听你 叫我宝贝 怕你身边 多了个谁

失眠的夜 独自面对  花少了蝶 树枯了叶

还想听你 叫我宝贝  痛快心碎 或许干脆

两人世界 漫天的风雪 我爱过  的谁",林迈可,2014-12-26,杰威尔音乐,789
一口气全念对,0,哎呦，不错哦,周杰伦,0/0,320167,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,158.92898,2242805760,,Jay Chou\哎呦，不错哦\1806.一口气全念对.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,6360478,0.025057,1/14112000,,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：周杰伦

这这谁 欢迎你来派对 我的世界

在宽敞的大街 飙音乐

再唸一段碎嘴 过来挑战就对

鸣枪起跑预备

就咪让咪压咪力咪 喘咪一咪口咪气咪

给咪它咪机咪会咪 跟咪著咪音咪乐咪

将咪爱咪写咪成咪 一咪段咪过咪去咪

只咪留咪下咪对咪的咪记咪忆 嘿

对对对对了 一口气全唸对 对对对对了 没事就动动嘴 动动动动嘴

动动嘴 动动嘴 拍子要唸准确 才会抓到感觉

你的香水 我的心跳 搞得我很难思考

窄裙线条 对我撒娇 抚媚嘴角猜不到

你抹香水 我摸心跳 性感就快要破表

扭水蛇腰 不吵不闹 爱上你只需一秒

这这谁 欢迎你来派对 我的世界

这里不用辛苦 戴尾戒

没有嫉妒防备 只有开心纯粹

以及屌的音乐

就咪让咪压咪力咪 喘咪一咪口咪气咪

给咪它咪机咪会咪 跟咪著咪音咪乐咪

将咪爱咪写咪成咪 一咪段咪过咪去咪

只咪留咪下咪对咪的咪记咪忆 嘿

对对对对了 一口气全唸对 对对对对了 没事就动动嘴 动动动动嘴

动动嘴 动动嘴 拍子要唸准确 才会抓到感觉

你的香水 我的心跳 搞得我很难思考

窄裙线条 对我撒娇 抚媚嘴角猜不到

你抹香水 我摸心跳 性感就快要破表

扭水蛇腰 不吵不闹 爱上你只需一秒",周杰伦,2014-12-26,杰威尔音乐,538
我要夏天,0,哎呦，不错哦,周杰伦,0/0,320120,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,219.820408,3102105600,,Jay Chou\哎呦，不错哦\1807.我要夏天.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,8796131,0.025057,1/14112000,,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：黄雨勋

别怕晒的黑 看起来很健康  泳池旁的妹 笑起来很阳光

对你Say个Hey 出水芙蓉加甩头 你是哪位

管他天多黑 反正还有月光  脚步继续追 冲上沙滩的浪

越High越不累 音乐不停我们也停不下来

举起手来 尖叫呐喊

萤光棒 仙女棒 管你还有什么棒都一起摇摆

冲冲冲冲冲 冲向海边 Go Go Go Go Go 准备疯癫

我要夏天 在我耳边碎碎唸

冲冲冲冲冲 冲向海边 Go Go Go Go Go 到你身边

别说再见 我已经开始想念

Hey Hey Hey Hey Hey Hey

Hey Hey Hey Hey Hey Hey

我说

别怕晒的黑 看起来很健康  泳池旁的妹 笑起来很阳光

对你Say个Hey 出水芙蓉加甩头

你(Hey) 是(Hey) 哪(Hey) 位(Hey)

管他天多黑 反正还有月光 脚步继续追 冲上沙滩的浪

越High越不累 音乐不停我们也停不下来

举起手来 尖叫呐喊

萤光棒 仙女棒 管你还有什么棒都一起摇摆

冲冲冲冲冲 冲向海边 Go Go Go Go Go 准备疯癫

我要夏天 在我耳边碎碎唸

冲冲冲冲冲 冲向海边 Go Go Go Go Go 到你身边

别说再见 我已经开始想念

冲冲冲冲冲 冲向海边 Go Go Go Go Go 准备疯癫

我要夏天 在我耳边碎碎唸

冲冲冲冲冲 冲向海边 Go Go Go Go Go 到你身边

别说再见 我已经开始想念

Hey Hey Hey

已开始想念(Hey Hey Hey)

Hey Hey Hey

已开始想念(Hey Hey Hey)",黄雨勋,2014-12-26,杰威尔音乐,711
